name,details,ratings,reviews_count,positive_feedbacks,negetive_feedbacks
I P Integrated Services,Telecom | Gurgaon / Gurugram +52 other locations,4.1,257,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
Dnata,Aviation | Bangalore / Bengaluru +19 other locations,3.2,256,,Promotions / Appraisal | Work Satisfaction | Company Culture
Aqualite India,Fashion & Textile | New Delhi +37 other locations,3.8,256,,Job Security | Promotions / Appraisal | Skill Development / Learning
Jbm Auto Components,Auto Components | Chennai +36 other locations,4.0,256,Job Security | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Black Box Corporation,IT Services & Consulting | Bangalore / Bengaluru +17 other locations,2.8,255,,Promotions / Appraisal | Job Security | Skill Development / Learning
Gracure Pharmaceuticals,Pharma | Bhiwadi +13 other locations,3.5,255,Salary & Benefits,Job Security | Company Culture | Work Life Balance
Fashion TV,Retail | Mumbai +13 other locations,3.1,255,,Job Security | Work Satisfaction | Promotions / Appraisal
TimesPro,Mumbai +21 other locations,3.4,255,,Promotions / Appraisal | Company Culture | Work Satisfaction
Rosenberger Electronic,Electronics Manufacturing | Gurgaon / Gurugram +31 other locations,3.9,255,Company Culture | Work Life Balance | Work Satisfaction,Promotions / Appraisal
Brink's,Logistics | Mumbai +47 other locations,4.1,255,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
MindCraft Software,IT Services & Consulting | Mumbai +6 other locations,3.5,255,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Avanze Technologies,IT Services & Consulting | Bangalore / Bengaluru +4 other locations,3.1,255,,Promotions / Appraisal | Salary & Benefits | Job Security
Healthium Medtech,Medical Equipment | Bangalore / Bengaluru +42 other locations,3.3,255,,Promotions / Appraisal | Job Security | Work Satisfaction
Kosamattam Finance,NBFC | Kottayam +80 other locations,3.7,256,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Nesma & Partners,Engineering & Construction | Mumbai +24 other locations,4.1,255,Job Security | Company Culture | Work Satisfaction,
Emmvee Photovoltaic Power,Power | Bangalore / Bengaluru +13 other locations,3.7,255,,Company Culture | Promotions / Appraisal | Salary & Benefits
GrapplTech,IT Services & Consulting | Bangalore / Bengaluru +11 other locations,4.8,254,Company Culture | Work Life Balance | Work Satisfaction,
Boston Scientific,Healthcare | Gurgaon / Gurugram +17 other locations,3.8,254,Work Life Balance | Company Culture,Promotions / Appraisal
Transworld Systems,Financial Services | Bangalore / Bengaluru +5 other locations,3.2,254,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
HyperCITY,Retail | Mumbai +21 other locations,4.6,255,Skill Development / Learning | Salary & Benefits | Company Culture,
SHL,Software Product | Gurgaon / Gurugram +15 other locations,3.4,254,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Online Legal India,Other | Kolkata +7 other locations,4.4,254,Work Life Balance | Company Culture | Work Satisfaction,
Sequential Technology International,BPO | Gurgaon / Gurugram +4 other locations,4.1,254,Work Life Balance | Work Satisfaction | Company Culture,
Apex CoVantage,IT Services & Consulting | Hyderabad / Secunderabad +10 other locations,3.1,254,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Nippon Express,Logistics | Bangalore / Bengaluru +33 other locations,3.9,255,Work Life Balance | Job Security,Promotions / Appraisal
People Prime Worldwide,Recruitment | Hyderabad / Secunderabad +4 other locations,3.6,254,,Job Security | Promotions / Appraisal
Altruist Customer Management India,BPO | Chennai +13 other locations,3.6,255,,Salary & Benefits | Promotions / Appraisal | Company Culture
Gap,Retail | Hyderabad / Secunderabad +25 other locations,3.7,254,,Promotions / Appraisal | Job Security | Work Satisfaction
Rakon,Electronics Manufacturing | Bangalore / Bengaluru +4 other locations,3.7,254,Job Security,Promotions / Appraisal | Salary & Benefits
Vanderlande Industries,Logistics | Pune +9 other locations,3.9,253,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal | Skill Development / Learning
Birla Tyres,Auto Components | Kolkata +56 other locations,3.5,253,,Promotions / Appraisal | Company Culture | Job Security
Unicorn Infosolutions,Retail | Mumbai +22 other locations,3.3,253,,Company Culture | Promotions / Appraisal | Work Satisfaction
ATC Telecom Infrastructure,Telecom | Gurgaon / Gurugram +48 other locations,4.3,253,Company Culture | Work Satisfaction | Salary & Benefits,Promotions / Appraisal
Birla Tyres,Auto Components | Kolkata +56 other locations,3.5,253,,Promotions / Appraisal | Company Culture | Job Security
Unicorn Infosolutions,Retail | Mumbai +22 other locations,3.3,253,,Company Culture | Promotions / Appraisal | Work Satisfaction
Liberty Shoes,Fashion & Textile | Karnal +46 other locations,3.9,253,,Promotions / Appraisal | Salary & Benefits
GS Engineering & Construction,Engineering & Construction | Mumbai +19 other locations,3.8,253,Salary & Benefits,Job Security
Dhruv Research,Management Consulting | Gurgaon / Gurugram +16 other locations,3.0,253,,Job Security | Work Life Balance | Promotions / Appraisal
The Professional Couriers,Logistics | New Delhi +62 other locations,3.4,252,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Allengers Medical Systems,Medical Equipment | Chandigarh +40 other locations,3.6,252,,Promotions / Appraisal | Company Culture | Work Satisfaction
Alivira Animal Health,Pharma | Visakhapatnam +16 other locations,4.1,252,Work Life Balance | Salary & Benefits | Company Culture,
El Seif Engineering Contracting,Engineering & Construction | Riyadh +18 other locations,4.2,252,Work Life Balance | Salary & Benefits | Company Culture,Promotions / Appraisal
Richfeel Health & Beauty,Beauty & Personal Care | Mumbai +39 other locations,2.8,252,,Promotions / Appraisal | Salary & Benefits | Company Culture
Meenakshi Polymers,Auto Components | Gurgaon / Gurugram +20 other locations,3.6,252,,Promotions / Appraisal | Company Culture | Job Security
Easyday Club,Retail | New Delhi +74 other locations,4.5,252,Skill Development / Learning | Work Life Balance | Work Satisfaction,
ICFAI Business School,Education & Training | Hyderabad / Secunderabad +54 other locations,3.5,254,,Promotions / Appraisal | Skill Development / Learning | Company Culture
Etisalat,Telecom | Dubai +14 other locations,3.2,253,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Intech Organics,Agro Chemicals | Gurgaon / Gurugram +18 other locations,3.1,252,,Job Security | Promotions / Appraisal | Company Culture
Vserv Infosystems,IT Services & Consulting | New Delhi +45 other locations,3.7,252,,Promotions / Appraisal | Salary & Benefits
Sona Koyo Steering Systems,Auto Components | Gurgaon / Gurugram +15 other locations,4.3,251,Company Culture | Skill Development / Learning | Job Security,Salary & Benefits
Indian Institute of Science,Education & Training | Bangalore / Bengaluru +9 other locations,4.2,252,Skill Development / Learning | Work Life Balance | Company Culture,Promotions / Appraisal
The KCP,Building Material | Chennai +16 other locations,4.0,252,Job Security | Work Life Balance | Skill Development / Learning,
Butterfly Gandhimathi Appliances,Consumer Electronics & Appliances | Chennai +36 other locations,4.0,251,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
National Institute of Technology,Education & Training | Bangalore / Bengaluru +39 other locations,4.3,251,Work Life Balance | Skill Development / Learning | Work Satisfaction,
Mobius Knowledge Services,Printing & Publishing | Chennai +4 other locations,3.4,251,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
GE Aviation,Aviation | Pune +7 other locations,4.1,251,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
Vision Rx Lab,Medical Equipment | Gurgaon / Gurugram +34 other locations,3.9,252,Work Life Balance,Promotions / Appraisal
Weblink In,IT Services & Consulting | New Delhi +10 other locations,3.7,251,Company Culture | Job Security,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
Oncquest Laboratories,Healthcare | New Delhi +29 other locations,3.4,251,,Promotions / Appraisal | Job Security | Company Culture
Sona Koyo Steering Systems,Auto Components | Gurgaon / Gurugram +15 other locations,4.3,251,Company Culture | Skill Development / Learning | Job Security,Salary & Benefits
MITA,Industrial Machinery | Ghaziabad +11 other locations,3.8,251,Salary & Benefits,Promotions / Appraisal
MAN Truck & Bus,Automobile | Pune +20 other locations,2.9,251,,Promotions / Appraisal | Skill Development / Learning | Work Satisfaction
Alchem International,Pharma | Faridabad +23 other locations,3.9,251,Salary & Benefits | Work Life Balance,
Joyson Safety Systems,Auto Components | Chennai +12 other locations,3.9,251,Company Culture | Job Security | Skill Development / Learning,Promotions / Appraisal
Technique Control Facility Management,Facility Management Services | Bangalore / Bengaluru +21 other locations,3.6,251,,Promotions / Appraisal | Job Security | Company Culture
Rochem Separation Systems,Industrial Machinery | Mumbai +27 other locations,3.5,251,Job Security,Promotions / Appraisal | Salary & Benefits | Company Culture
Butterfly Gandhimathi Appliances,Consumer Electronics & Appliances | Chennai +36 other locations,4.0,251,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Girmiti Software,IT Services & Consulting | Bangalore / Bengaluru +2 other locations,3.9,251,Skill Development / Learning | Work Satisfaction | Job Security,
Piramal Finance,NBFC | Mumbai +101 other locations,4.2,252,Company Culture | Work Life Balance | Skill Development / Learning,
Phoenix Contact,Electronics Manufacturing | Faridabad +18 other locations,3.9,251,Work Life Balance | Job Security,Promotions / Appraisal | Skill Development / Learning
WizKlub,EdTech | Bangalore / Bengaluru +15 other locations,2.9,251,,Promotions / Appraisal | Job Security | Company Culture
MM Forgings,Iron & Steel | Chennai +22 other locations,3.4,250,,Promotions / Appraisal | Salary & Benefits | Company Culture
L&T Realty,Real Estate | Mumbai +10 other locations,3.8,250,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits
Ricoh,IT Services & Consulting | New Delhi +44 other locations,3.7,250,Work Life Balance,Promotions / Appraisal | Job Security | Skill Development / Learning
FoodPanda,Internet | Gurgaon / Gurugram +21 other locations,3.9,250,Company Culture | Work Life Balance | Salary & Benefits,
Cochin Shipyard,Ports & Shipping | Kochi +15 other locations,4.3,251,Skill Development / Learning | Company Culture | Work Satisfaction,
Ginesys,Software Product | Kolkata +7 other locations,3.8,250,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal | Salary & Benefits
OmniActive Health Technologies,Fitness & Wellness | Pune +13 other locations,3.5,250,,Promotions / Appraisal | Company Culture | Work Satisfaction
Shivani Locks,Industrial Machinery | Faridabad +11 other locations,3.7,250,,Promotions / Appraisal | Company Culture | Job Security
Fingent,Software Product | Kochi +4 other locations,4.0,250,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
Sentiss Pharma,Pharma | Gurgaon / Gurugram +24 other locations,3.6,250,,Job Security | Promotions / Appraisal | Work Satisfaction
Rajiv Gandhi Cancer Institute & Research Centre,Healthcare | New Delhi +4 other locations,4.0,250,Job Security | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Century Pulp & Paper,Pulp & Paper | Lalkuan +16 other locations,3.9,250,Job Security,Promotions / Appraisal
Sahajanand Medical Technologies,Medical Equipment | Surat +34 other locations,3.6,250,,Promotions / Appraisal | Skill Development / Learning | Salary & Benefits
Grauer & Weil (i),Chemicals | Mumbai +27 other locations,3.4,250,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
MEDOPHARM,Pharma | Chennai +19 other locations,3.7,250,Job Security,Promotions / Appraisal | Salary & Benefits | Company Culture
CapeStart,IT Services & Consulting | Nagercoil +3 other locations,4.4,250,Company Culture | Job Security | Work Satisfaction,
Rehau Polymers,Engineering & Construction | Pune +24 other locations,3.4,249,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
EGIS,Power | Bangalore / Bengaluru +57 other locations,4.0,249,Work Life Balance | Company Culture | Salary & Benefits,Promotions / Appraisal
Shriram Properties,Real Estate | Bangalore / Bengaluru +10 other locations,3.9,251,Job Security | Company Culture | Salary & Benefits,Promotions / Appraisal
Strada,Hyderabad / Secunderabad +25 other locations,3.5,249,Job Security,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Sakra World Hospital,Healthcare | Bangalore / Bengaluru +10 other locations,4.1,249,Company Culture | Skill Development / Learning | Job Security,Promotions / Appraisal
Saurav Chemicals,Pharma | Chandigarh +12 other locations,3.7,249,,Promotions / Appraisal | Skill Development / Learning
EGIS,Power | Bangalore / Bengaluru +57 other locations,4.0,249,Work Life Balance | Company Culture | Salary & Benefits,Promotions / Appraisal
Strada,Hyderabad / Secunderabad +25 other locations,3.5,249,Job Security,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Corsearch,IT Services & Consulting | Mumbai +4 other locations,4.0,249,Company Culture | Work Life Balance | Work Satisfaction,Promotions / Appraisal | Salary & Benefits
Sakra World Hospital,Healthcare | Bangalore / Bengaluru +10 other locations,4.1,249,Company Culture | Skill Development / Learning | Job Security,Promotions / Appraisal
